,SOP_NV_Variance,Reseller
2478,4.7e+11,0
2479,2.4e+10,NA
2480,9.1e+09,0
2481,1.4e+11,0
2482,4e+11,0
2483,1.1e+11,0
2484,1.6e+12,NA
2485,1.2e+11,0
2486,5.1e+11,NA
2487,1.6e+11,0
2488,4.4e+10,0
2489,3.3e+11,0
2490,8.5e+10,0
2491,1e+11,0
2492,9.2e+10,0
2493,4.1e+11,NA
2494,4.5e+11,0
2495,-1,NA
2496,1.5e+11,0
2497,1.8e+11,0
2498,3.6e+11,0
2499,1.9e+10,0
2500,9.1e+10,0
2501,1.4e+12,0
2502,1.1e+12,0
2503,7.4e+10,0
2504,1.3e+12,0
2505,2.6e+09,0
2506,1.5e+11,0
2507,9e+11,0
2508,3.3e+11,0
2509,-1,NA
2510,-1,0
2511,5.2e+10,0
2512,5.6e+09,0
2513,4.1e+11,0
2514,1e+11,0
2515,9.7e+10,0
2516,9.8e+11,0
2517,5.2e+10,0
2518,1.7e+11,0
2519,1.7e+11,NA
2520,1.4e+11,0
2521,1.9e+11,NA
2522,6.5e+11,0
2523,4.1e+11,0
2524,1.3e+11,0
2525,1.1e+11,0
2526,1.3e+11,0
2527,1.8e+11,NA
2528,-1,NA
2529,1.4e+11,0
2530,7.5e+10,0
2531,8.5e+08,0
2532,1.1e+12,NA
2533,7.8e+10,0
2534,2e+11,NA
2535,1.1e+11,0
2536,9.8e+10,0
2537,2.6e+09,NA
2538,8.4e+10,0
2539,5.6e+10,0
2540,8.8e+10,0
2541,8.1e+10,0
2542,1e+11,0
2543,1.2e+11,0
2544,8.1e+10,0
2545,6.6e+10,0
2546,2.8e+11,0
2547,1.8e+11,0
2548,8.6e+09,0
2549,7.2e+10,0
2550,5.9e+10,NA
2551,9.4e+10,0
2552,1.2e+11,0
2553,1.3e+10,0
2554,9.4e+10,0
2555,6.3e+10,0
2556,-1,0
2557,1.2e+11,0
2558,-1,0
2559,2.1e+11,NA
2560,1e+12,0
