,Sales_Order,STP_Ratio,STP_diff_Ratio,Reseller
2088,4,0.0175054704595186,0,0
2089,359,0.285714285714286,0,0
2090,188,0.2,0,0
2091,37,1,0,0
2092,135,0.766666666666667,0,0
2093,5,0.218181818181818,0,NA
2094,43,1,0,0
2095,2,1,0,0
2096,382,1,0,0
2097,32,0.5,0,0
2098,29,1,0,0
2099,302,0.138528138528139,0,0
2100,2,1,0,0
2101,4,0.625,0,0
2102,1,1,0,0
2103,18,0,0,0
2104,593,0,0,0
2105,10,0,0,0
2106,17,1,0,0
2107,20,1,0,0
2108,24,0.785714285714286,0,0
2109,3,1,0,0
2110,18,0.0483870967741935,0,0
2111,1,0,0,NA
2112,65,0.0909090909090909,0,0
2113,19,0.148648648648649,0,NA
2114,119,1,0,0
2115,52,0.666666666666667,0,0
2116,7,0.333333333333333,0,1
2117,65,1,0,NA
2118,79,0.647058823529412,0,1
2119,6,0.5,0,1
2120,4,1,0,1
2121,40,0,0,1
2122,37,0.0178571428571429,0,1
2123,30,3.03571428571429,0,1
2124,73,1,0,1
2125,101,1,0,1
2126,3,1,0,1
2127,185,0.909090909090909,0,1
2128,164,0.0826446280991736,0,1
2129,3,1,0,1
2130,178,1,0,1
2131,1,0.5,0,1
2132,9,0,0,NA
2133,16,0.0204081632653061,0,1
2134,12,0.277777777777778,0,0
2135,686,0.191489361702128,0,0
2136,5,0.037037037037037,0,0
2137,302,0.138528138528139,0,0
2138,7,1,0,0
2139,28,0.25,0,0
2140,17,0.0625,0,0
2141,12,0.0517241379310345,0,0
2142,89,0.333333333333333,0,0
2143,90,1,0,NA
2144,259,1,0,0
2145,32,0.230547550432277,0,0
2146,10,0.143790849673203,0,0
2147,5,1,0,0
2148,17,0.125,0,0
2149,2,0,0,0
2150,25,0.08,0,0
2151,38,0.0490196078431373,0,NA
2152,11,1,0,NA
2153,1,1,0,0
2154,14,1,0,NA
2155,6,0.196969696969697,0,NA
2156,103,1,0,NA
2157,6,1,0,0
2158,12,0.0579710144927536,0,0
2159,359,0.285714285714286,0,0
2160,7,0.037037037037037,0,NA
2161,2908,1,0,0
2162,3,0.324324324324324,0,0
2163,94,0,0,NA
2164,1,0,0,NA
2165,58,0,0,0
2166,189,1,0,NA
2167,21,0.0933333333333333,0,NA
2168,1,0,0,0
2169,19,0.0272108843537415,0,0
2170,620,0,0,0
2171,6,0,0,0
2172,3,0.222222222222222,0,0
2173,1,1,0,0
2174,2,0,0,0
2175,25,0.140350877192982,0,NA
2176,3,1,0,NA
2177,1,0,0,0
2178,10,1,0,0
2179,3,0.0465116279069767,0,0
2180,36,0.0540540540540541,0,0
2181,9,1,0,0
2182,86,0.0224719101123595,0,NA
2183,13,0.04,0,0
2184,1,0,0,0
2185,2,0.1,0,0
2186,2,1,0,0
2187,4,0.333333333333333,0,0
2188,2,0.197183098591549,0,0
2189,61,0.05,0,0
2190,3,0.0104166666666667,0,0
2191,3,0.0158730158730159,0,0
2192,2,1,0,0
2193,6,0.571428571428571,0,0
2194,8,0,0,0
2195,53,1,0,0
2196,75,0.818181818181818,0,NA
2197,4,1,0,0
2198,53,1,0,0
2199,2,1,0,0
2200,575,0,0,0
2201,3,0.647058823529412,0,0
2202,4,0.1,0,0
2203,8,0.428571428571429,0,NA
2204,21,1,0,0
2205,1,0.108087091757387,0,0
2206,28,0.476190476190476,0,NA
2207,1,1,0,NA
2208,5,1,0,0
2209,5,0.5,0,0
2210,5,0,0,0
2211,106,0.2,0,0
2212,2,0.1,0,0
2213,1,0,0,0
2214,139,1,0,0
2215,38,1,0,0
2216,3,1,0,0
2217,5,0,0,0
2218,71,1,0,0
2219,7,0.111111111111111,0,0
2220,593,0,0,0
2221,208,0,0,0
2222,3,1,0,0
2223,31,0,0,0
2224,1,2,0,0
2225,8,0.973684210526316,0,NA
2226,78,0.294117647058824,0,0
2227,660,1,0,0
2228,3,1,0,NA
2229,4,0,0,NA
2230,61,0.111111111111111,0,0
2231,5,0.0512820512820513,0,0
2232,39,0.102941176470588,0,NA
2233,219,1,0,0
2234,178,1,0,NA
2235,32,0.0347222222222222,0,0
2236,47,0,0,0
2237,21,0.875,0,0
2238,914,1,0,0
2239,12,0.194444444444444,0,0
2240,8,0.333333333333333,0,0
2241,14,0.5,0,0
2242,11,0,0,NA
2243,33,0.25,0,NA
2244,1,0.0882352941176471,0,0
2245,57,1,0,0
2246,14,1,0,0
2247,8,1.375,0,NA
2248,12,1,0,0
2249,35,0.130434782608696,0,0
2250,22,1,0,0
2251,55,0,0,0
2252,11,0,0,NA
2253,11,1,0,0
2254,19,0.107142857142857,0,0
2255,11,0,0,NA
2256,267,0,0,0
2257,14,0.25,0,NA
2258,448,1,0,0
2259,64,1,0,0
2260,3,0.012987012987013,0,NA
2261,15,0.0593220338983051,0,0
2262,68,1,0,0
2263,108,0,0,0
2264,2,0.333333333333333,0,0
2265,8,1,0,0
2266,54,0.024390243902439,0,0
2267,8,0,0,0
2268,172,1,0,NA
2269,4,1,0,0
2270,49,0.4,0,0
2271,22,1,0,0
2272,9,1,0,0
2273,5,0,0,0
2274,2,0,0,NA
2275,84,0.0294117647058824,0,0
2276,66,1,0,0
2277,128,1,0,NA
2278,20,1.5,0,0
2279,21,1,0,0
2280,4,1,0,NA
2281,4,1,0,0
2282,2,1,0,0
2283,7,0.0987124463519313,0.0434782608695652,0
2284,1,0.666666666666667,0,0
2285,35,0,0,0
2286,2,1.23255813953488,0,0
2287,1,0,0,0
2288,9,0,0,0
2289,2,1,0,0
2290,13,0.251798561151079,0,0
2291,9,0.0294117647058824,0,0
2292,85,0.396396396396396,0,0
2293,2,0.171597633136095,0,0
2294,177,1,0,0
2295,82,1,0,0
2296,394,0.761904761904762,0,0
2297,11,0.777777777777778,0,NA
2298,22,0.8,0,NA
2299,20,0,0,0
2300,108,0,0,0
2301,18,1,0,0
2302,6,0,0,0
2303,18,1,0,NA
2304,4,0,0,NA
2305,2031,0.3,0,0
2306,48,1,0.0357142857142857,0
2307,37,1,0,0
2308,14,0.5,0,0
2309,1110,0,0,NA
2310,635,1,0,0
2311,70,1,0,0
2312,9,0.0714285714285714,2,0
2313,8,0,0,0
2314,2,0,0,0
2315,2,1,0,0
2316,53,1,0,0
2317,119,1,0,0
2318,29,1,0,0
2319,71,0,0,0
2320,85,0.916666666666667,0,0
2321,1,0.222222222222222,0,0
2322,8,0.0158940397350993,0,NA
2323,9,1,0,0
2324,24,1,0,0
2325,1,1,0,NA
2326,678,1,0,0
2327,217,0.0625,0,NA
2328,28,0.5,0,0
2329,6,0.571428571428571,0,0
2330,23,0.25,0,0
2331,6,0,0,0
2332,16,1,0,0
2333,280,1,0,0
2334,5,0.8,0,0
2335,5,0.143236074270557,0,NA
2336,1,0.138709677419355,0,0
2337,1,1,0,0
2338,3,0.2,0,NA
2339,4,1,0,0
2340,4,0,0,NA
2341,4,1,0,0
2342,1,1,0,0
2343,1,1,0,0
2344,4,0,0,0
2345,113,0.0487804878048781,0,0
2346,46,1,0,0
2347,1,0,0,0
2348,1,0.0555555555555556,0,0
2349,1,0.0597014925373134,0,0
2350,359,0.285714285714286,0,0
2351,77,0,0,0
2352,707,0.181818181818182,0,0
2353,259,1,0,0
2354,4,1,0,0
2355,4,0.878378378378378,0,0
2356,85,0.916666666666667,0,0
2357,60,0.25,0,0
2358,6,1,0,0
2359,5,0,0,NA
2360,4,0.197183098591549,0,NA
2361,8,1,0,0
2362,1,0,0,0
2363,21,0.0154639175257732,0,0
2364,3,0.0158730158730159,0,0
2365,67,1,0,0
2366,7,0.125,0,0
2367,16,0.792134831460674,0,0
2368,232,0.258823529411765,0,NA
2369,19,0.05,0,0
2370,91,0,0,0
2371,33,0.142857142857143,0,0
2372,1,1,0,0
2373,60,0.111111111111111,0,0
2374,1,0.166666666666667,0,0
2375,8,0.0454545454545455,0,0
2376,35,0.130434782608696,0,0
2377,601,0.571428571428571,0,0
2378,80,0.625,0,0
2379,4,0.0392156862745098,0,NA
2380,4,1,0,0
2381,9,0.0714285714285714,2,0
2382,35,0,0,0
2383,43,0.0289855072463768,0,NA
2384,1,0.0333333333333333,0,0
2385,218,1,0,0
2386,28,0.0740740740740741,0,NA
2387,9,1,0,0
2388,1,1,0,0
2389,1,0.5,0,0
2390,18,0.0526315789473684,0,0
2391,47,0,0,0
2392,3,0.0104166666666667,0,0
2393,2,1,0,NA
2394,2,1,0,0
2395,61,1,0,0
2396,8,0.0769230769230769,0,0
2397,13,0.0865384615384615,0,0
2398,24,0,0,0
2399,194,1,0,NA
2400,4,0,0,0
2401,214,0.568965517241379,0.151515151515152,0
2402,3,1,0,0
2403,13,0,0,0
2404,8,1,0,0
2405,13,1,0,0
2406,8,0.125,0,0
2407,82,1,0,NA
2408,37,0.166666666666667,0,NA
2409,211,0.0625,0,0
2410,26,1,0,0
2411,8,0.19047619047619,0,0
2412,1,0.216216216216216,0,0
2413,177,1,0,0
2414,9,0.7,0,0
2415,5,1,0,0
2416,127,0,0,0
2417,4,0,0,0
2418,1,0,0,0
2419,8,1,0,0
2420,1507,0.15,0,0
2421,3,0.276315789473684,0,0
2422,184,0.0277777777777778,0,0
2423,5,1,0,0
2424,5,0.148936170212766,0,0
2425,108,0.0625,0,NA
2426,5,1,0,0
2427,1,0.469135802469136,0,0
2428,3,1,0,0
2429,15,0.0966666666666667,0,0
2430,31,0.142857142857143,0,0
2431,83,1,0,0
2432,6,0,0,NA
2433,60,0.111111111111111,0,0
2434,1,1,0,0
2435,28,0.476190476190476,0,0
2436,35,0,0,0
2437,1,0.4,0,NA
2438,1,0.0518867924528302,0.0909090909090909,NA
2439,21,0.833333333333333,0,0
2440,4,0,0,0
2441,641,0.134453781512605,0,0
2442,57,1,0,0
2443,37,1,0,0
2444,89,0.04,0,0
2445,4,0.024,0,NA
2446,9,1,0,0
2447,10,0,0,NA
2448,105,1,0,0
2449,92,0,0,0
2450,8,0,0,0
2451,2,0.0606060606060606,0,NA
2452,88,0.566666666666667,0,0
2453,1,0.279569892473118,0,0
2454,4,0.0465116279069767,0,0
2455,1,1,0,0
2456,3,1,0,0
2457,35,0.03470715835141,0,0
2458,59,0,0,0
2459,5,1,0,NA
2460,660,1,0,0
2461,1,0,0,0
2462,1,0.05,0,0
2463,1,0.7,0,0
2464,148,0,0,0
2465,10,0,0,0
2466,25,0.08,0,0
2467,73,0.0352112676056338,0,0
2468,241,0,0,0
2469,7,1,0,0
2470,21,0.0422535211267606,0,0
2471,6,0,0,0
2472,3,0,0,NA
2473,813,0.0909090909090909,0,0
2474,22,1,0,0
2475,51,0.444444444444444,0,NA
2476,40,0,0,NA
2477,82,1,0,0
2478,42,0.0714285714285714,0,0
2479,4,1,0,NA
2480,12,0.428571428571429,0.333333333333333,0
2481,240,0.236363636363636,0,0
2482,32,1,0,0
2483,47,1,0,0
2484,2,0,0,NA
2485,5,1,0,0
2486,31,1,0,NA
2487,49,0.037037037037037,0,0
2488,10,0,0,0
2489,63,0.181818181818182,0,0
2490,118,0,0,0
2491,4,1,0,0
2492,20,1,0,0
2493,29,1,0,NA
2494,17,0.125,0,0
2495,1,0.5,0,NA
2496,631,1,0,0
2497,106,1,0,0
2498,8,1,0,0
2499,3,0.0465116279069767,0,0
2500,9,0.0396039603960396,0,0
2501,3,0.0126582278481013,0,0
2502,22,1,0,0
2503,4,0.421052631578947,0,0
2504,1,0.121621621621622,0,0
2505,2,0.171597633136095,0,0
2506,16,1,0,0
2507,3,0.556962025316456,0,0
2508,8,0.0344827586206897,0,0
2509,1,0.0909090909090909,0,NA
2510,1,1,0,0
2511,13,0.251798561151079,0,0
2512,4,1,0,0
2513,2,0.0606060606060606,0,0
2514,15,0.5,0,0
2515,336,0.2,0,0
2516,5,1,0,0
2517,5,0.5,0,0
2518,8,0,0,0
2519,122,0,0,NA
2520,20,0.142857142857143,0,0
2521,87,0.304761904761905,0,NA
2522,7,0.2,0,0
2523,29,1,0,0
2524,15,0.5,0,0
2525,502,1,0,0
2526,753,0.166666666666667,0,0
2527,252,0,0,NA
2528,1,0.242424242424242,0,NA
2529,67,1,0,0
2530,15,1,0,0
2531,2,1.66666666666667,0,0
2532,6,1,0,NA
2533,6,0.0136986301369863,0,0
2534,33,1,0,NA
2535,11,0,0,0
2536,60,0.857142857142857,0,0
2537,10,0.0377358490566038,0,NA
2538,14,0.25,0,0
2539,12,1,0,0
2540,13,0.142857142857143,0,0
2541,65,1,0,0
2542,321,0.0862068965517241,0,0
2543,351,1,0,0
2544,33,0.25,0,0
2545,24,0.928571428571429,0,0
2546,122,0.954545454545455,0,0
2547,163,0,0,0
2548,4,0.0847457627118644,0,0
2549,19,0.0816326530612245,0,0
2550,60,0,0,NA
2551,67,0.105263157894737,0,0
2552,4,1,0,0
2553,1,0.129496402877698,0,0
2554,28,0.75,0,0
2555,16,0.230769230769231,0,0
2556,1,0.105590062111801,0,0
2557,6,0.272727272727273,0,0
2558,1,0,0,0
2559,313,1,0,NA
2560,1,1,0,0
